Adidas,5,Great shoes! Exercise in everyday
Adidas,5,...Extremely Comfortable...
Adidas,5,"...that will make you wanna go and write a review even if you are incredibly lazy when it comes to writing reviews for anything. This shoes are that good. Seriously. Super soft feel to the foot, very comfortable, true to the size and truly the running shoes I have ever had! 5/5"
Adidas,5,❤️it! 🥰 Excellent 👍🏻👍🏻👍🏻 A+++
Adidas,5,"0.73lbs (or 329g) shoes that fit like marshmallows.
I usually wear anywhere between 7.5-8.5 depending and 7.5 fit the best.
It fits almost like slip ons."
Adidas,5,10/10 best shoes ever! Would buy again when these wear out.
Adidas,5,100% recommend these shoes. The fit and comfort is spot on I have slender narrow feet with high falling arches. If I dont have the right arch support on my feet my high arch muscle will try to detach pretty much and it super painful and very hard to find I perfect fitting shoe!... these are PERFECT!!!!
Adidas,5,"100% would recommend for style but for workout, probably not. As others have said, the bottom gets dirty and worn out."
Adidas,5,2nd pair! Great for running 3-8 miles. Very cushiony
Adidas,5,2nd pair.. love them so much. Very comfy and very lightweight!
Adidas,5,A bit larger than expected around the ankle so I definitely wouldn’t get these to work out but they are cute every day go shopping shoes.
Adidas,5,A bit larger than normal for my other adidas. But really soft and comfortable.  Very nice colors.
Adidas,5,"A bit too stretchy for workouts, but great for a long day wear sneaker!"
Adidas,5,A Christmas present for our Granddaughter. She loved them
Adidas,5,a co-worker ordered these and i love them. order 8.5 which is my regular size and they fit perfectly. they are very comfortable and lightweight.  will def order other colors.
Adidas,5,A gift for My daughter. She loves them. MERRY CHRISTMAS!!!
Adidas,5,"A gift, well appreciated tho"
Adidas,5,A good support shoe for work!  Light and comfortable.
Adidas,5,"A great every day shoe! I wore them through the airport for hours and they were light and comfortable. I haven't exercised in them, but they work great for running errands or walking the dog. I am normally a size 7 or 7.5 and the 7 was perfect. If you're unsure about size, there's a more detailed size chart on the Adidas website that worked perfectly!"
Adidas,5,"A great looking sneaker! It could use a little more arch support, but very comfortable."
Adidas,5,A little big but it’s ok
Adidas,5,A little big but so soft and comfy.
Adidas,5,A little bit over my usual 8.5...i think this may be a 9 but still comfy n durable..
Adidas,5,A little bit too big- I’m a 7 1/2 and they fit more like an 8 - but great shoe anyway
Adidas,5,"A little large but very comfortable shoe, I wear them for work on my feet all day at a Hospital."
Adidas,5,A little wide
Adidas,5,A really comfortable and easy running shoe. The tabs help you slip them on with ease.
Adidas,5,A very comfortable insole! Shoe fits true to size. The shoes are very fashionable for a cute athletic look! The back has a longer heel covering so it’s easy to slide these sneakers on. I also found I didn’t have to break in these sneakers and go through a painful blister stage with my feet.
Adidas,5,A very lightweight running sneaker. Comfortable and easy to put on. I'm a casual runner so these are perfect for me.
Adidas,5,"A+++  After reading other reviews, I decided to order a size 8 (I normally wear a size 7.5/8) and they fit perfectly. The color was a bit different than the pictures; more whitish than grey, but I absolutely love them. They're light, airy, and very comfortable. I get a lot of compliments about these shoes-  PLUS, they're  very easy to clean."
Adidas,5,Absolutely adore these! The style/design is so cute!
Adidas,5,"Absolutely amazing, literally feels like you’re walking on a cloud. Im willing buy every color now.
And very comfortable and lightweight"
Adidas,5,"Absolutely beautiful! Perfect and comfortable.
Update: the cloud foam is not as sturdy as I would have liked. I notice the soles seems to squish down after about 2 miles of walking whether it be on the treadmill or out and about."
Adidas,5,Absolutely comfortable I would recommend anybody and everybody to buy these shoes
Adidas,5,Absolutely incredible comfortable and  light. In our ophthalmology office we run for 8 hours straight with patients. This is the first pair of shoes in 14 years of my career that I have not complained about my feet when I come home.
Adidas,5,absolutely love them ...i was lm a cruise and wore these instyof sandles
Adidas,5,"Absolutely love them! I am a hair stylist and mom and stand for hours at a time! These are the lightest sneakers I’ve ever own, but with sole support. I tell everyone that the cushion around ankle is like a VS padded bra!"
Adidas,5,Absolutely love them. As I nurse I'm 9n mu feet most of the day...instant favorite  gonna buy a 2nd pair!!
Adidas,5,Absolutely love these
Adidas,5,"Absolutely love these Adidas shoes, ordered a 7 1/2 and fit was perfect, love that they just slip on and off, as I’m disabled, they are so comfortable and super cute!"
Adidas,5,Absolutely love these shoes for long days at work! Super comfortable and lightweight. I have worked out a few times in these but I’d rather a shoe with more support but over all these are fantastic!
Adidas,5,Absolutely LOVE these shoes! I keep ordering them because their durable and stylish. Easy to clean and work well with my bad arches too
Adidas,5,"Absolutely love these shoes! This is my second pair, and I wear them every chance I get! They’re lightweight, the fabric breathes, and the insole is so soft and comfy."
Adidas,5,"Absolutely love these shoes. I am a size 6 and they fit perfectly. I am a nurse and I am on my feet five days a week and with these on, my feet don’t get tired. Get these don’t think about it."
Adidas,5,Absolutely love these shoes. They are so comfortable and I want every color now!
Adidas,5,Absolutely love these sneakers...you feel like you're walking on air! My new FAVS!!!
Adidas,5,Absolutely love these tennis shoes.. very comfy! Don’t tell my husband but this is my 3rd pair.  Pair to wear around the house..pair to wear out and a pair for work. I love them. I highly recommend these shoes
Adidas,5,Absolutely love these! Cloudfoam gets me through my 12hr shifts in the ER with NO foot or back pain.
Adidas,5,"Absolutely love these! I was a bit hesitant after reading some reviews but so glad I got them. Now, I’m not a runner. But I do go to the gym and these are awesome for working out like I do (lifting/strength training followed by cardio). Great support and comfort. This product fits just fine for me. I go between a 10 and 11 so I got the 11 and have room to spare but nothing crazy that would affect the support/comfort. Great color and feel nice on!"
Adidas,5,Absolutely love these. If you have a narrow foot size a half size down.
Adidas,5,Absolutely love these. So comfortable and light weight.
Adidas,5,"Absolutely LOVE these. They’re beyond comfortable, super lightweight, and the all-white ones that I bought look super fresh.
Only downfall is how easily they stain (being all-white). The material is difficult to rub stain out of (even with Clorox and a typical stain remover, such as SHOUT). I wish the material was more “stain resistant” so that stains would rub out more easily. Despite this, the shoes are ideal for use during HIIT workouts and running 2-3 miles outdoors. Very happy and will purchase again."
Adidas,5,Absolutely satisfied. They fit perfectly. Feel like I am walking on air. Sometimes  I have to look down to see if I am wearing shoes. Soooo light.
Adidas,5,Absolutely the most comfortable shoes I’ve ever owned. They do run one size too big. I’m usually a 6.5 - wearing a 6 and still a bit big. But still super comfortable and love the look!
Adidas,5,Absolutely wonderful shoe!  Very comfortable but don't forget to order 1/2 size larger!  Besides that I love them!
Adidas,5,Actually a super comfortable shoe! Nice fit and lightweight
Adidas,5,Actually got for my daughter but fit me so they do run a little big
Adidas,5,Adidas  cloudfoam pure are my favorite shoes. The donrun about a 1/2 size big compared to other athletic brands.
Adidas,5,Adidas Cloudfoam are the best! This is my second pair and I love them!
Adidas,5,Adidas es la mejor marca me encantaron estas zapatillas justo lo que quería
Adidas,5,"Adidas has hit the jackpot with the cloudfoam shoes. I have always had issues with tennis shoes and rubbing the bottom of my feet, these are perfect. Highly recommended."
Adidas,5,Adidas is my favorite and these are some of my favorite tennis shoes! So cute and comfortable! They have a memory foam in them. I would say these are probably not some you want to run in or stand in all day but they are perfect for going to the gym in!
Adidas,5,Adidas makes a perfect shoe... again! These replaced my first pair of cloud foams that had lasted more than 3 years of near-daily use.  So comfortable and light you forget you have shoes on. I get compliments on the color all the time!
Adidas,5,"Adidas memory foam sneakers are my absolute favorite for everyday wear. I doubt these would be supportive enough for running, but they’re great for walking and day-to-day use. I walked probably 10+ miles over two days wearing these shoes right out of the box with no break-in, and they felt great. My only complaint is that they don’t seem to last as long as some other sneakers - for me, the tread wears down considerably and the white soles get yucky within just a few months. But, for the price, I think they’re worth it"
Adidas,5,adidas normally runs large on me. I ordered a half size down on these cause I like them snug. Love them so much I bought 2 other pairs in different colors.
Adidas,5,"Adidas still as comfortable as ever.  This fit well, has good ventilation and easy to get on and off.  The cloud foam sole is by far my favoritw part of the shoe.  Makes my feet happy."
Adidas,5,Adore this shoes!
Adidas,5,"After reading the reviews, I decided to order a 9.5 instead my usual size 10. I'm so glad I did! They are comfortable and stylish."
Adidas,5,Almost like being barefoot!  I love them. I do not use them for exercise as the padding is not the same. But they are gorgeous and great for just wearing. I thought they were a little tight over my high arch for the first couple of wearings but they loosened up well.
Adidas,5,Already had this style in a different color - I usually am an 8.5 in Nike so I bought that last time in Adidas and they were just a little too big. Got 8s this time and they fit perfect. I LOVE the maroon color! They’re the best shoes because they have laces but just slip on. I wear them almost every day.
Adidas,5,Always loved Adidas great comfort and support will buy again
Adidas,5,Amazing comfort. I could walk for days in these!
Adidas,5,Amazing shoes. Extremely comfortable. I workout in them daily. Wouldn’t recommend for running though.
Adidas,5,Amazing! Usually picky about my tennis shoes - they have to be super comfy (Brooks mostly). Wanted some white ones that weren’t Brooks price but still comfortable. There are perfect!
Adidas,5,Amazingly comfortable! I felt like I was waking on clouds for real. I work 12 hour shifts and I never had to worry that my feet hurt. I would definitely recommend and buy another pair.
Adidas,5,"Amazingly comfortable...  Not only are they super comfy, they are extremely lightweight.

I plan to buy a second pair.  One pair for good and one pair for every day wear."
Adidas,5,Amazon Prime Day deal!  My daughter loves these!  Super cute and stylish!
Adidas,5,Any time I find a shoe that feels and looks amazing.  I always buy a 2nd pair and put on the shelf in closet for future.  LOVE LOVE ...these !
Adidas,5,"Aptly named as Cloudfoam, since they're like walking on a cloud! Great fit!"
Adidas,5,"As a nurse, I’m totally digging how these bad boys side on with ease. The less I have to touch after treading through human excrement of varying sorts is beyond convenient. They look cute too."
Adidas,5,"As a previous college athlete, I am super picky about the shoes I choose to workout in. I have flat feet and these couldn't feel more comfortable. The foam bottom provides a lot of support."
Adidas,5,As advertised
Adidas,5,As always happy with adidas
Adidas,5,"As described, packaged well and arrived quickly!"
Adidas,5,As expected
Adidas,5,As with most adidas I size down a 1/2 size. These are comfy and cute.
